"name" "left" "right" "strand" "number" "genes"
"2311" "yidI" 3856415 3856864 "forward" 1 "yidI"
"2312" "yidKJ" 3856911 3860116 "reverse" 2 "yidK,yidJ"
"2313" "yidL" 3860283 3861176 "forward" 1 "yidL"
"2314" "yidP" 3863899 3864615 "forward" 1 "yidP"
"2315" "yidQ" 3867728 3868060 "forward" 1 "yidQ"
"2316" "yidR" 3868062 3869309 "reverse" 1 "yidR"
"2317" "yidX" 3875438 3876094 "forward" 1 "yidX"
"2318" "yidZ" 3892765 3893724 "forward" 1 "yidZ"
"2319" "yieEF" 3893881 3895218 "forward" 2 "yieE,yieF"
"2320" "yieH" 3896774 3897439 "forward" 1 "yieH"
"2321" "yieP-hsrA" 3939185 3941327 "reverse" 2 "yieP,hsrA"
"2322" "yifB" 3948449 3949969 "reverse" 1 "yifB"
"2323" "yifE" 3948086 3948424 "forward" 1 "yifE"
"2324" "yifK" 3980887 3982272 "forward" 1 "yifK"
"2325" "yifL-dapF-yigA-xerC-yigB" 3994522 3997899 "forward" 5 "yifL,dapF,yigA,xerC,yigB"
"2326" "yifNO" 3960012 3960460 "reverse" 2 "yifN,yifO"
"2327" "yigE" 4000292 4001056 "reverse" 1 "yigE"
"2328" "yigGF" 4002419 4003193 "reverse" 2 "yigG,yigF"
"2329" "yigI" 4004230 4004697 "reverse" 1 "yigI"
"2330" "yigM" 4011076 4011975 "forward" 1 "yigM"
"2331" "yihA" 4050133 4050765 "reverse" 1 "yihA"
"2332" "yihD" 4042069 4042338 "forward" 1 "yihD"
"2333" "yihF" 4044199 4045629 "forward" 1 "yihF"
"2334" "yihG" 4045670 4046602 "reverse" 1 "yihG"
"2335" "yihI" 4051347 4051856 "forward" 1 "yihI"
"2336" "yihLM" 4060447 4062145 "forward" 2 "yihL,yihM"
"2337" "yihN" 4062247 4063512 "forward" 1 "yihN"
"2338" "yihPO" 4064363 4067194 "reverse" 2 "yihP,yihO"
"2339" "yihQ" 4067240 4069276 "reverse" 1 "yihQ"
"2340" "yihR" 4069475 4070401 "reverse" 1 "yihR"
"2341" "yihUTS" 4070515 4073571 "reverse" 3 "yihU,yihT,yihS"
"2342" "yihVW" 4073739 4075454 "forward" 2 "yihV,yihW"
"2343" "yihXY-dtd-yiiD" 4075553 4078438 "forward" 4 "yihX,yihY,dtd,yiiD"
"2344" "yiiE" 4079291 4079509 "forward" 1 "yiiE"
"2345" "yiiF" 4079751 4079969 "forward" 1 "yiiF"
"2346" "yiiG" 4087002 4088057 "forward" 1 "yiiG"
"2347" "yiiM" 4102822 4103496 "forward" 1 "yiiM"
"2348" "yiiQ" 4111615 4112214 "reverse" 1 "yiiQ"
"2349" "yiiR" 4112315 4112755 "forward" 1 "yiiR"
"2350" "yiiS-uspD" 4112967 4113721 "forward" 2 "yiiS,uspD"
"2351" "yiiX" 4127286 4127894 "reverse" 1 "yiiX"
"2352" "yijE" 4136108 4137013 "forward" 1 "yijE"
"2353" "yijF" 4137040 4137657 "reverse" 1 "yijF"
"2354" "yijO" 4147466 4148317 "reverse" 1 "yijO"
"2355" "yjaA" 4213234 4213617 "forward" 1 "yjaA"
"2356" "yjaB" 4213680 4214123 "reverse" 1 "yjaB"
"2357" "yjaG" 4199504 4200094 "forward" 1 "yjaG"
"2358" "yjaH" 4200566 4201261 "forward" 1 "yjaH"
"2359" "yjaZ" 4189786 4190325 "forward" 1 "yjaZ"
"2360" "yjbB" 4227731 4229362 "forward" 1 "yjbB"
"2361" "yjbD" 4231359 4231631 "reverse" 1 "yjbD"
"2362" "yjbEFGH" 4235906 4239730 "forward" 4 "yjbE,yjbF,yjbG,yjbH"
"2363" "yjbI" 4250955 4252283 "forward" 1 "yjbI"
"2364" "yjbJ" 4259237 4259446 "forward" 1 "yjbJ"
"2365" "yjbLM" 4260321 4261306 "forward" 2 "yjbL,yjbM"
"2366" "yjbQR" 4270238 4271014 "forward" 2 "yjbQ,yjbR"
"2367" "yjcB" 4274760 4275041 "reverse" 1 "yjcB"
"2368" "yjcE" 4279980 4281629 "forward" 1 "yjcE"
"2369" "yjcF" 4281783 4283075 "reverse" 1 "yjcF"
"2370" "yjcO" 4296436 4297125 "reverse" 1 "yjcO"
"2371" "yjcS" 4304612 4306597 "reverse" 1 "yjcS"
"2372" "yjdF" 4344929 4345558 "reverse" 1 "yjdF"
"2373" "yjdIJ" 4351843 4352357 "forward" 2 "yjdI,yjdJ"
"2374" "yjdM" 4326399 4326734 "reverse" 1 "yjdM"
"2375" "yjdN" 4325298 4325741 "reverse" 1 "yjdN"
"2376" "yjdP" 4313868 4314197 "forward" 1 "yjdP"
"2377" "yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC" 4394066 4404304 "forward" 9 "yjeF,tsaE,amiB,mutL,miaA,hfq,hflX,hflK,hflC"
"2378" "yjeH" 4369156 4370412 "reverse" 1 "yjeH"
"2379" "yjeI" 4372809 4373162 "forward" 1 "yjeI"
"2380" "yjeJ" 4373365 4374234 "reverse" 1 "yjeJ"
"2381" "yjeM" 4383839 4385341 "forward" 1 "yjeM"
"2382" "yjeNO" 4385393 4386018 "forward" 2 "yjeN,yjeO"
"2383" "yjeT" 4404386 4404583 "forward" 1 "yjeT"
"2384" "yjeV" 4392892 4392945 "forward" 1 "yjeV"
"2385" "yjfKLMC" 4411302 4414191 "forward" 4 "yjfK,yjfL,yjfM,yjfC"
"2386" "yjfN" 4416017 4416292 "reverse" 1 "yjfN"
"2387" "yjfP" 4416952 4417701 "forward" 1 "yjfP"
"2388" "yjfY" 4424516 4424791 "reverse" 1 "yjfY"
"2389" "yjfZ" 4426628 4427422 "reverse" 1 "yjfZ"
"2390" "yjgA" 4457314 4457865 "reverse" 1 "yjgA"
"2391" "yjgH" 4472814 4473209 "reverse" 1 "yjgH"
"2392" "yjgL" 4475437 4477251 "forward" 1 "yjgL"
"2393" "yjgM" 4479034 4479537 "reverse" 1 "yjgM"
"2394" "yjgN" 4479730 4480926 "forward" 1 "yjgN"
"2395" "yjgR" 4488561 4490063 "reverse" 1 "yjgR"
"2396" "yjgW" 4499599 4499934 "forward" 1 "yjgW"
"2397" "yjgX_1X_2" 4500043 4500791 "reverse" 2 "yjgX_1,yjgX_2"
"2398" "yjgX_3" 4499677 4499919 "reverse" 1 "yjgX_3"
"2399" "yjgZ" 4501260 4501589 "forward" 1 "yjgZ"
"2400" "yjhBC" 4504058 4506405 "forward" 2 "yjhB,yjhC"
"2401" "yjhD" 4506626 4506856 "reverse" 1 "yjhD"
"2402" "yjhE" 4506861 4507109 "forward" 1 "yjhE"
"2403" "yjhF" 4520671 4522020 "reverse" 1 "yjhF"
"2404" "yjhIHG" 4522127 4525803 "reverse" 3 "yjhI,yjhH,yjhG"
"2405" "yjhP" 4532437 4533183 "reverse" 1 "yjhP"
"2406" "yjhR" 4535015 4536031 "forward" 1 "yjhR"
"2407" "yjhU" 4519338 4520324 "reverse" 1 "yjhU"
"2408" "yjiC" 4555490 4556320 "reverse" 1 "yjiC"
"2409" "yjiHG-iadA" 4558354 4560680 "reverse" 3 "yjiH,yjiG,iadA"
"2410" "yjiJ" 4561497 4562675 "reverse" 1 "yjiJ"
"2411" "yjiK" 4562743 4563603 "reverse" 1 "yjiK"
"2412" "yjiML" 4563922 4565850 "reverse" 2 "yjiM,yjiL"
"2413" "yjiPQ" 4568998 4569918 "forward" 2 "yjiP,yjiQ"
"2414" "yjiR" 4570162 4571574 "reverse" 1 "yjiR"
"2415" "yjiS" 4571751 4571915 "forward" 1 "yjiS"
"2416" "yjiT" 4572414 4573931 "forward" 1 "yjiT"
"2417" "yjiV" 4574135 4576855 "forward" 1 "yjiV"
"2418" "yjiXA" 4587909 4589079 "reverse" 2 "yjiX,yjiA"
"2419" "yjiY" 4589129 4591279 "reverse" 1 "yjiY"
"2420" "yjjB-dnaTC-yjjA" 4599695 4602097 "reverse" 4 "yjjB,dnaT,dnaC,yjjA"
"2421" "yjjI" 4615515 4617065 "reverse" 1 "yjjI"
"2422" "yjjJ" 4621769 4623100 "forward" 1 "yjjJ"
"2423" "yjjP" 4602088 4602858 "reverse" 1 "yjjP"
"2424" "yjjQ-bglJ" 4603477 4604837 "forward" 2 "yjjQ,bglJ"
"2425" "yjjUV" 4612411 4614260 "forward" 2 "yjjU,yjjV"
"2426" "yjjW" 4614680 4615543 "reverse" 1 "yjjW"
"2427" "yjjX" 4633233 4633745 "reverse" 1 "yjjX"
"2428" "yjjY" 4640402 4640542 "forward" 1 "yjjY"
"2429" "yjjZ" 4605804 4606040 "forward" 1 "yjjZ"
"2430" "yjtD" 4640942 4641628 "forward" 1 "yjtD"
"2431" "ykfA-yafZ" 267184 268960 "reverse" 2 "ykfA,yafZ"
"2432" "ykfC" 272847 273992 "forward" 1 "ykfC"
"2433" "ykfJ-prfH" 253467 254202 "forward" 2 "ykfJ,prfH"
"2434" "ykgA" 316450 317136 "reverse" 1 "ykgA"
"2435" "ykgEFG" 321608 324453 "forward" 3 "ykgE,ykgF,ykgG"
"2436" "ykgH" 324696 325364 "reverse" 1 "ykgH"
"2437" "ykgJ" 303853 304182 "reverse" 1 "ykgJ"
"2438" "ykgL" 312112 312339 "forward" 1 "ykgL"
"2439" "ykgMO" 312374 312777 "reverse" 2 "ykgM,ykgO"
"2440" "ykgR" 313141 313242 "reverse" 1 "ykgR"
"2441" "ykiA" 408609 408950 "forward" 1 "ykiA"
"2442" "ykiB" 389897 390115 "reverse" 1 "ykiB"
"2443" "ylaC" 478781 479251 "reverse" 1 "ylaC"
"2444" "ylbG" 529645 530016 "reverse" 1 "ylbG"
"2445" "yliI" 878742 879857 "forward" 1 "yliI"
"2446" "ymbA" 1014896 1015459 "forward" 1 "ymbA"
"2447" "ymcE-gnsA" 1051847 1052240 "forward" 2 "ymcE,gnsA"
"2448" "ymdA" 1105414 1105725 "forward" 1 "ymdA"
"2449" "ymdB-clsC" 1105820 1107776 "forward" 2 "ymdB,clsC"
"2450" "ymdE-ycdU" 1095544 1096829 "forward" 2 "ymdE,ycdU"
"2451" "ymdF" 1068081 1068254 "forward" 1 "ymdF"
"2452" "ymfA-ycfZ" 1180479 1181725 "reverse" 2 "ymfA,ycfZ"
"2453" "ymfED" 1196867 1198237 "reverse" 2 "ymfE,ymfD"
"2454" "ymfH-xisE-intE" 1199679 1201380 "reverse" 3 "ymfH,xisE,intE"
"2455" "ymfI" 1201497 1201838 "forward" 1 "ymfI"
"2456" "ymfJ" 1201776 1202084 "reverse" 1 "ymfJ"
"2457" "ymfK" 1202259 1202933 "reverse" 1 "ymfK"
"2458" "ymfTLMNROPQ-ycfK-ymfS" 1203024 1208545 "forward" 10 "ymfT,ymfL,ymfM,ymfN,ymfR,ymfO,ymfP,ymfQ,ycfK,ymfS"
"2459" "ymgE" 1244728 1244982 "forward" 1 "ymgE"
"2460" "ymgF" 1218983 1219201 "forward" 1 "ymgF"
"2461" "ymgGD" 1222305 1222988 "reverse" 2 "ymgG,ymgD"
"2462" "ymgH-ycgI" 1223465 1223907 "forward" 2 "ymgH,ycgI"
"2463" "ymiA-yciX" 1335124 1335458 "forward" 2 "ymiA,yciX"
"2464" "ymjA" 1357423 1357668 "reverse" 1 "ymjA"
"2465" "ynaA-lomR_1" 1426454 1427613 "forward" 2 "ynaA,lomR_1"
"2466" "ynaE" 1433991 1434224 "reverse" 1 "ynaE"
"2467" "ynaI" 1394891 1395922 "reverse" 1 "ynaI"
"2468" "ynaJ" 1397365 1397622 "forward" 1 "ynaJ"
"2469" "ynaK-ydaY" 1425377 1425980 "forward" 2 "ynaK,ydaY"
"2470" "ynbABCD" 1477621 1482201 "forward" 4 "ynbA,ynbB,ynbC,ynbD"
"2471" "yncD" 1520963 1523065 "reverse" 1 "yncD"
"2472" "yncE" 1523307 1524368 "forward" 1 "yncE"
"2473" "yncG" 1526247 1526864 "forward" 1 "yncG"
"2474" "yncH" 1526940 1527152 "forward" 1 "yncH"
"2475" "yncI" 1530586 1531332 "forward" 1 "yncI"
"2476" "yncJ" 1508834 1509064 "reverse" 1 "yncJ"
"2477" "yncK_1" 1503143 1503310 "reverse" 1 "yncK_1"
"2478" "yncK_2" 1503362 1503649 "reverse" 1 "yncK_2"
"2479" "yncL" 1517099 1517194 "reverse" 1 "yncL"
"2480" "yncM" 1531376 1531576 "forward" 1 "yncM"
"2481" "yneE" 1608108 1609022 "reverse" 1 "yneE"
"2482" "yneHG" 1611966 1613251 "reverse" 2 "yneH,yneG"
"2483" "yneJ" 1614804 1615685 "forward" 1 "yneJ"
"2484" "yneK" 1615763 1616878 "forward" 1 "yneK"
"2485" "yneL" 1590357 1590536 "reverse" 1 "yneL"
"2486" "yneM" 1622646 1622741 "forward" 1 "yneM"
"2487" "ynfA" 1655347 1655673 "reverse" 1 "ynfA"
"2488" "ynfB-speG" 1655808 1656744 "forward" 2 "ynfB,speG"
"2489" "ynfC" 1656747 1657457 "reverse" 1 "ynfC"
"2490" "ynfD" 1657565 1657870 "forward" 1 "ynfD"
"2491" "ynfEFGH-dmsD" 1658069 1665120 "forward" 5 "ynfE,ynfF,ynfG,ynfH,dmsD"
"2492" "ynfL" 1668699 1669592 "reverse" 1 "ynfL"
"2493" "ynfM" 1669699 1670952 "forward" 1 "ynfM"
"2494" "ynfN" 1637954 1638109 "reverse" 1 "ynfN"
"2495" "ynfO-ydfO" 1636756 1637457 "forward" 2 "ynfO,ydfO"
"2496" "ynfP" 1652728 1652838 "reverse" 1 "ynfP"
"2497" "yniA" 1807796 1808656 "forward" 1 "yniA"
"2498" "yniB" 1808697 1809233 "reverse" 1 "yniB"
"2499" "yniC" 1809380 1810048 "forward" 1 "yniC"
"2500" "yniD" 1805165 1805272 "forward" 1 "yniD"
"2501" "ynjE" 1839467 1840774 "forward" 1 "ynjE"
"2502" "ynjF" 1840783 1841403 "reverse" 1 "ynjF"
"2503" "ynjH" 1841863 1842135 "reverse" 1 "ynjH"
"2504" "ynjI" 1843831 1844871 "reverse" 1 "ynjI"
"2505" "yoaA" 1891325 1893235 "reverse" 1 "yoaA"
"2506" "yoaB" 1893367 1893711 "forward" 1 "yoaB"
"2507" "yoaC" 1894133 1894432 "forward" 1 "yoaC"
"2508" "yoaE" 1900029 1901585 "reverse" 1 "yoaE"
"2509" "yoaF" 1877278 1877532 "reverse" 1 "yoaF"
"2510" "yoaH" 1894552 1894731 "reverse" 1 "yoaH"
"2511" "yoaI" 1874078 1874182 "reverse" 1 "yoaI"
"2512" "yobA-yebZY" 1923365 1924969 "reverse" 3 "yobA,yebZ,yebY"
"2513" "yobB-exoX" 1925440 1926782 "forward" 2 "yobB,exoX"
"2514" "yobD" 1904801 1905259 "forward" 1 "yobD"
"2515" "yobF-cspC" 1907226 1907591 "reverse" 2 "yobF,cspC"
"2516" "yobH" 1908925 1909164 "forward" 1 "yobH"
"2517" "yodB" 2042368 2042898 "forward" 1 "yodB"
"2518" "yodC" 2028188 2028370 "reverse" 1 "yodC"
"2519" "yodD" 2024986 2025213 "forward" 1 "yodD"
"2520" "yoeA" 2068635 2069027 "forward" 1 "yoeA"
"2521" "yoeE" 2070244 2070504 "forward" 1 "yoeE"
"2522" "yoeF" 2078575 2078931 "forward" 1 "yoeF"
"2523" "yohC" 2225044 2225631 "reverse" 1 "yohC"
"2524" "yohD" 2225801 2226379 "forward" 1 "yohD"
"2525" "yohF" 2226509 2227270 "reverse" 1 "yohF"
"2526" "yohH" 2228549 2228686 "reverse" 1 "yohH"
"2527" "yohJK" 2230624 2231714 "forward" 2 "yohJ,yohK"
"2528" "yohO" 2215657 2215764 "forward" 1 "yohO"
"2529" "yojI" 2306972 2308615 "reverse" 1 "yojI"
"2530" "ypdABC" 2498671 2501987 "forward" 3 "ypdA,ypdB,ypdC"
"2531" "ypdI" 2494698 2494973 "forward" 1 "ypdI"
"2532" "ypdJ" 2476094 2476234 "forward" 1 "ypdJ"
"2533" "ypeA-yfeZ" 2551277 2552138 "reverse" 2 "ypeA,yfeZ"
"2534" "ypeC" 2511001 2511327 "forward" 1 "ypeC"
"2535" "ypfG" 2581734 2582777 "reverse" 1 "ypfG"
"2536" "ypfH" 2593072 2593770 "reverse" 1 "ypfH"
"2537" "ypfJ-tmcA" 2593844 2596737 "reverse" 2 "ypfJ,tmcA"
"2538" "ypfM" 2590807 2590866 "reverse" 1 "ypfM"
"2539" "yphA" 2673346 2673768 "forward" 1 "yphA"
"2540" "yphCB" 2673816 2675761 "reverse" 2 "yphC,yphB"
"2541" "yphFED" 2675827 2679367 "reverse" 3 "yphF,yphE,yphD"
"2542" "yphG" 2679464 2682745 "reverse" 1 "yphG"
"2543" "yphH" 2682863 2684056 "forward" 1 "yphH"
"2544" "ypjA" 2778146 2782726 "reverse" 1 "ypjA"
"2545" "ypjB" 2783638 2784429 "reverse" 1 "ypjB"
"2546" "ypjC" 2784529 2785011 "reverse" 1 "ypjC"
"2547" "ypjD" 2747962 2748753 "forward" 1 "ypjD"
"2548" "ypjM_1M_2" 2772836 2773158 "reverse" 2 "ypjM_1,ypjM_2"
"2549" "ypjM_3-yfjU" 2771840 2772685 "reverse" 2 "ypjM_3,yfjU"
"2550" "yqaBA" 2816512 2817503 "reverse" 2 "yqaB,yqaA"
"2551" "yqaE-kbp" 2796337 2797028 "reverse" 2 "yqaE,kbp"
"2552" "yqcC-truC-yqcA" 2922535 2924113 "reverse" 3 "yqcC,truC,yqcA"
"2553" "yqcE-ygcE" 2900592 2903374 "forward" 2 "yqcE,ygcE"
"2554" "yqeA" 3011461 3012393 "forward" 1 "yqeA"
"2555" "yqeB" 3012614 3014239 "reverse" 1 "yqeB"
"2556" "yqeC" 3014287 3015057 "reverse" 1 "yqeC"
"2557" "yqeF" 2984411 2985592 "reverse" 1 "yqeF"
"2558" "yqeG" 2985847 2987076 "forward" 1 "yqeG"
"2559" "yqeH" 2987536 2988168 "forward" 1 "yqeH"
"2560" "yqeIJ" 2988502 2989786 "forward" 2 "yqeI,yqeJ"
"2561" "yqeK" 2989935 2990360 "reverse" 1 "yqeK"
"2562" "yqfA" 3042489 3043148 "reverse" 1 "yqfA"
"2563" "yqfB" 3043312 3043623 "reverse" 1 "yqfB"
"2564" "yqfE" 3059381 3059611 "reverse" 1 "yqfE"
"2565" "yqgA" 3109553 3110260 "forward" 1 "yqgA"
"2566" "yqgB" 3085920 3086051 "reverse" 1 "yqgB"
"2567" "yqgC" 3086187 3086402 "forward" 1 "yqgC"
"2568" "yqgD" 3086399 3086650 "reverse" 1 "yqgD"
"2569" "yqgEF" 3092937 3093916 "forward" 2 "yqgE,yqgF"
"2570" "yqhA" 3148977 3149471 "reverse" 1 "yqhA"
"2571" "yqhC" 3154262 3155218 "reverse" 1 "yqhC"
"2572" "yqhD-dkgA" 3155355 3157450 "forward" 2 "yqhD,dkgA"
"2573" "yqhG" 3157650 3158576 "forward" 1 "yqhG"
"2574" "yqhH" 3158627 3158884 "forward" 1 "yqhH"
"2575" "yqiC" 3184840 3185130 "forward" 1 "yqiC"
"2576" "yqiJK" 3192208 3194525 "forward" 2 "yqiJ,yqiK"
"2577" "yqjA-mzrA" 3247773 3248822 "forward" 2 "yqjA,mzrA"
"2578" "yqjCDEK" 3248969 3250376 "forward" 4 "yqjC,yqjD,yqjE,yqjK"
"2579" "yqjF" 3250562 3250954 "forward" 1 "yqjF"
"2580" "yqjG" 3251024 3252010 "forward" 1 "yqjG"
"2581" "yqjH" 3215727 3216491 "reverse" 1 "yqjH"
"2582" "yqjI" 3216779 3217402 "forward" 1 "yqjI"
"2583" "yraH" 3287426 3288010 "forward" 1 "yraH"
"2584" "yraIJK" 3288090 3292432 "forward" 3 "yraI,yraJ,yraK"
"2585" "yraN" 3295394 3295789 "forward" 1 "yraN"
"2586" "yraP" 3296409 3296984 "forward" 1 "yraP"
"2587" "yraQ" 3297098 3298138 "reverse" 1 "yraQ"
"2588" "yraR" 3298211 3298846 "reverse" 1 "yraR"
"2589" "yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr" 3340275 3348238 "forward" 11 "yrbG,kdsD,kdsC,lptC,lptA,lptB,rpoN,hpf,ptsN,rapZ,npr"
"2590" "yrbL" 3348452 3349084 "forward" 1 "yrbL"
"2591" "yrbN-deaD" 3305971 3307933 "reverse" 2 "yrbN,deaD"
"2592" "yrdA" 3429236 3429790 "forward" 1 "yrdA"
"2593" "yrdD-tsaC-aroE-yrdB" 3429766 3431962 "reverse" 4 "yrdD,tsaC,aroE,yrdB"
"2594" "yrfF" 3526469 3528604 "forward" 1 "yrfF"
"2595" "yrfG-hslRO" 3528669 3530652 "forward" 3 "yrfG,hslR,hslO"
"2596" "yrhB" 3584759 3585043 "forward" 1 "yrhB"
"2597" "yrhC" 3623887 3624132 "forward" 1 "yrhC"
"2598" "ysaA" 3741109 3741582 "reverse" 1 "ysaA"
"2599" "ysaB" 3725413 3725712 "reverse" 1 "ysaB"
"2600" "ysgA" 4015354 4016169 "reverse" 1 "ysgA"
"2601" "ytfA" 4427769 4428095 "forward" 1 "ytfA"
"2602" "ytfB" 4428079 4428717 "reverse" 1 "ytfB"
"2603" "ytfE" 4431321 4431983 "reverse" 1 "ytfE"
"2604" "ytfF" 4432091 4433056 "reverse" 1 "ytfF"
"2605" "ytfH" 4434113 4434493 "forward" 1 "ytfH"
"2606" "ytfI" 4437707 4438645 "forward" 1 "ytfI"
"2607" "ytfJ" 4438708 4439262 "reverse" 1 "ytfJ"
"2608" "ytfK" 4439587 4439793 "forward" 1 "ytfK"
"2609" "ytfL" 4439872 4441215 "reverse" 1 "ytfL"
"2610" "ytfQRT-yjfF" 4449962 4454578 "forward" 4 "ytfQ,ytfR,ytfT,yjfF"
"2611" "ytjA" 4612128 4612289 "forward" 1 "ytjA"
"2612" "ytjB-lplA" 4623101 4624789 "reverse" 2 "ytjB,lplA"
"2613" "ytjC" 4633797 4634444 "forward" 1 "ytjC"
"2614" "yzcX" 3993850 3994335 "forward" 1 "yzcX"
"2615" "yzfA" 4447976 4448245 "reverse" 1 "yzfA"
"2616" "yzgL" 3563724 3564005 "reverse" 1 "yzgL"
"2617" "zapA" 3055612 3055941 "forward" 1 "zapA"
"2618" "zapB" 4118515 4118760 "forward" 1 "zapB"
"2619" "zapC" 1005952 1006494 "forward" 1 "zapC"
"2620" "zapE" 3378870 3379997 "reverse" 1 "zapE"
"2621" "zinT" 2041375 2042025 "forward" 1 "zinT"
"2622" "zipA" 2530247 2531233 "reverse" 1 "zipA"
"2623" "zitB" 783882 784823 "reverse" 1 "zitB"
"2624" "zntA" 3606451 3608649 "forward" 1 "zntA"
"2625" "znuA" 1941651 1942583 "reverse" 1 "znuA"
"2626" "znuCB" 1942662 1944199 "forward" 2 "znuC,znuB"
"2627" "zraP" 4201263 4201688 "reverse" 1 "zraP"
"2628" "zraSR" 4201926 4204645 "forward" 2 "zraS,zraR"
"2629" "zupT" 3182550 3183323 "forward" 1 "zupT"
"2630" "zur" 4259488 4260003 "reverse" 1 "zur"
"2631" "zwf" 1934839 1936314 "reverse" 1 "zwf"
